# HOLES(7),# OF SHOTS,%(11),%(4),%(7),AVG DTP(5),AVG(1),AVG(10),AVG(12),AVG(13),AVG(14),AVG(2),AVG(3),AVG(6),AVG(8),AVG(9),FAIRWAYS HIT(11),GREENS HIT(7),MEASURED ROUNDS(1),MEASURED ROUNDS(12),MEASURED ROUNDS(2),MEASURED ROUNDS(3),MEASURED ROUNDS(6),MEASURED ROUNDS(8),MEASURED ROUNDS(9),MISSED GIR(4),MOVEMENT(1),MOVEMENT(10),MOVEMENT(11),MOVEMENT(12),MOVEMENT(13),MOVEMENT(14),MOVEMENT(2),MOVEMENT(3),MOVEMENT(4),MOVEMENT(5),MOVEMENT(6),MOVEMENT(7),MOVEMENT(8),MOVEMENT(9),PAR OR BETTER(4),PLAYER,PLAYER_ID,POSSIBLE FAIRWAYS(11),RANK(1),RANK(10),RANK(11),RANK(12),RANK(13),RANK(14),RANK(2),RANK(3),RANK(4),RANK(5),RANK(6),RANK(7),RANK(8),RANK(9),RELATIVE/PAR(7),SCRAMBLING RANK(5),SG:APR(8),SG:ARG(8),SG:OTT,TOTAL ADJUSTMENT(14),TOTAL DISTANCE (FEET)(5),TOTAL DISTANCE(10),TOTAL DRIVES(10),TOTAL ROUNDS(13),TOTAL ROUNDS(14),TOTAL SG:APP(6),TOTAL SG:ARG(3),TOTAL SG:OTT(9),TOTAL SG:P(12),TOTAL SG:PUTTING(1),TOTAL SG:PUTTING(2),TOTAL SG:T(12),TOTAL SG:T2G(12),TOTAL STROKES(13),TOTAL STROKES(14)
900.0,338.0,67.82%,61.66%,63.78%,"7' 4""",-0.041,279.7,-0.04,70.35,71.106,-0.041,0.249,0.028,0.001,-0.277,472.0,574.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,326.0,-9.0,-1.0,0.0,22.0,27.0,18.0,-9.0,10.0,18.0,15.0,24.0,10.0,33.0,6.0,201.0,Zac Blair,40058,696.0,108.0,175.0,15.0,109.0,109.0,97.0,108.0,30.0,60.0,56.0,97.0,144.0,97.0,144.0,-0.27,60.0,0.028,0.249,-0.277,40.703,2470.667,27967.0,100.0,54.0,54.0,1.393,12.191,-13.564,-1.997,-1.997,-1.997,-1.963,0.033,3799.0,3799.0
1062.0,364.0,64.04%,60.11%,65.07%,"7' 4""",0.363,300.3,0.442,70.22,70.746,0.363,0.051,-0.062,0.079,0.09,529.0,691.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,371.0,18.0,-8.0,-3.0,-2.0,11.0,14.0,18.0,-8.0,0.0,-26.0,-4.0,3.0,-9.0,-7.0,223.0,Matt Fitzpatrick,40098,826.0,28.0,80.0,44.0,55.0,96.0,56.0,28.0,79.0,87.0,56.0,113.0,121.0,91.0,83.0,-0.32,87.0,-0.062,0.051,0.09,30.995,2678.0,35441.0,118.0,59.0,59.0,-3.33,2.738,4.865,19.585,19.585,19.585,23.871,4.286,4143.0,4143.0
1350.0,480.0,64.15%,61.59%,65.48%,"7' 2""",-0.608,297.2,-0.108,70.65,71.237,-0.608,0.072,0.359,0.5,0.068,671.0,884.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,466.0,-2.0,-9.0,2.0,0.0,-12.0,-2.0,-2.0,3.0,-4.0,0.0,0.0,-8.0,-4.0,-5.0,287.0,Adam Svensson,40115,1046.0,169.0,113.0,41.0,117.0,146.0,111.0,169.0,73.0,62.0,40.0,34.0,111.0,46.0,87.0,-0.25,62.0,0.359,0.072,0.068,43.757,3441.417,44581.0,150.0,75.0,75.0,26.217,5.289,4.976,-44.367,-44.367,-44.367,-7.885,36.482,5299.0,5299.0
1134.0,331.0,60.41%,58.89%,68.25%,"8' 2""",0.266,295.9,0.076,70.04,70.806,0.266,-0.145,0.162,-0.19,-0.207,525.0,774.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,360.0,-1.0,-5.0,4.0,-7.0,-2.0,-1.0,-1.0,-21.0,-6.0,-16.0,-11.0,0.0,-13.0,3.0,212.0,Justin Lower,40162,869.0,52.0,120.0,96.0,95.0,71.0,65.0,52.0,133.0,107.0,148.0,73.0,38.0,124.0,135.0,-0.26,107.0,0.162,-0.145,-0.207,51.033,2705.25,37282.0,126.0,67.0,67.0,9.382,-8.397,-12.005,15.435,15.435,15.435,4.416,-11.02,4693.0,4693.0
1008.0,354.0,57.35%,61.21%,65.48%,"8' 2""",0.555,309.7,0.658,69.93,70.4,0.555,0.096,-0.011,0.102,0.016,445.0,660.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,348.0,3.0,-7.0,-2.0,-2.0,-6.0,-5.0,3.0,2.0,1.0,-3.0,-5.0,-8.0,-3.0,-1.0,213.0,Taylor Pendrith,40250,776.0,12.0,19.0,132.0,37.0,56.0,28.0,12.0,68.0,68.0,148.0,106.0,111.0,88.0,94.0,-0.31,68.0,-0.011,0.096,0.016,27.593,2890.917,34686.0,112.0,59.0,59.0,-0.541,4.921,0.836,28.323,28.323,28.323,33.54,5.216,4126.0,4126.0
1098.0,375.0,60.47%,57.96%,63.39%,"7' 10""",-0.235,300.1,-0.439,70.75,71.442,-0.235,0.0,-0.063,-0.204,-0.14,514.0,696.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,402.0,-12.0,6.0,4.0,7.0,7.0,13.0,-12.0,25.0,6.0,12.0,1.0,2.0,17.0,8.0,233.0,Cam Davis,45157,850.0,137.0,82.0,94.0,146.0,154.0,137.0,137.0,93.0,121.0,120.0,114.0,150.0,125.0,124.0,-0.3,121.0,-0.063,0.0,-0.14,44.257,2932.0,36608.0,122.0,64.0,64.0,-3.553,-0.02,-7.832,-13.174,-13.174,-13.174,-24.578,-11.404,4528.0,4528.0
918.0,253.0,58.03%,59.70%,71.35%,"8' 3""",-0.511,309.7,0.298,69.67,70.675,-0.511,-0.362,0.545,0.808,0.625,412.0,655.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,263.0,-6.0,-8.0,-4.0,-18.0,-8.0,-8.0,-6.0,-2.0,-11.0,-3.0,-1.0,0.0,-2.0,-2.0,157.0,Kevin Yu,45242,710.0,165.0,19.0,122.0,72.0,29.0,52.0,165.0,163.0,96.0,152.0,14.0,5.0,19.0,11.0,-0.25,96.0,0.545,-0.362,0.625,55.103,2095.833,31590.0,102.0,55.0,55.0,25.609,-17.01,29.392,-23.998,-23.998,-23.998,13.993,37.991,3832.0,3832.0
1044.0,373.0,61.34%,65.04%,62.74%,"7' 2""",0.562,289.0,0.973,69.71,70.105,0.562,0.188,0.327,0.411,-0.104,495.0,655.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,389.0,-2.0,-3.0,7.0,-2.0,-5.0,-1.0,-2.0,-2.0,0.0,-10.0,-2.0,-1.0,-3.0,-1.0,253.0,Christiaan Bezuidenhout,45522,807.0,11.0,160.0,78.0,17.0,36.0,11.0,11.0,50.0,18.0,40.0,44.0,157.0,59.0,118.0,-0.31,18.0,0.327,0.188,-0.104,24.504,2660.833,33525.0,116.0,62.0,62.0,18.313,10.52,-5.83,31.46,31.46,31.46,54.479,23.019,4322.0,4322.0
792.0,246.0,66.01%,62.26%,66.54%,"7' 5""",-0.324,293.7,-0.508,70.48,71.505,-0.324,0.011,-0.421,-0.183,0.227,404.0,527.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,265.0,-4.0,3.0,0.0,-7.0,-9.0,-9.0,-4.0,-7.0,-5.0,3.0,-5.0,-11.0,-6.0,-4.0,165.0,Tyler Duncan,45609,612.0,147.0,132.0,25.0,150.0,126.0,143.0,147.0,91.0,50.0,68.0,163.0,77.0,122.0,53.0,-0.24,50.0,-0.421,0.011,0.227,49.258,1831.0,25551.0,87.0,48.0,48.0,-15.594,0.405,8.386,-11.992,-11.992,-11.992,-18.78,-6.788,3383.0,3383.0
990.0,294.0,66.75%,68.36%,74.14%,"6' 5""",0.037,302.3,2.76,67.78,68.483,0.037,0.4,1.485,2.723,0.838,514.0,734.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,256.0,-1.0,-7.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,175.0,Scottie Scheffler,46046,770.0,90.0,62.0,20.0,1.0,1.0,1.0,90.0,9.0,4.0,3.0,1.0,1.0,1.0,4.0,-0.37,4.0,1.485,0.4,0.838,41.501,1880.583,33256.0,110.0,59.0,59.0,74.268,19.988,41.882,1.837,1.837,1.837,137.988,136.154,3999.0,3999.0
720.0,203.0,50.36%,56.49%,66.81%,"7' 8""",0.388,306.7,-0.244,70.53,71.885,0.388,-0.13,0.115,-0.632,-0.617,278.0,481.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,239.0,26.0,5.0,-2.0,11.0,16.0,3.0,26.0,-4.0,-7.0,7.0,10.0,6.0,-1.0,-1.0,135.0,Ryan McCormick,46113,552.0,26.0,33.0,173.0,130.0,133.0,160.0,26.0,128.0,143.0,97.0,80.0,66.0,154.0,171.0,-0.31,143.0,0.115,-0.13,-0.617,58.068,1555.75,24537.0,80.0,43.0,43.0,3.803,-4.304,-20.355,12.808,12.808,12.808,-8.045,-20.855,3033.0,3033.0
792.0,238.0,59.67%,57.03%,66.79%,"7' 2""",-0.509,304.8,-0.895,70.58,71.814,-0.509,-0.338,-0.248,-0.386,0.2,364.0,529.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,263.0,6.0,1.0,-15.0,-1.0,15.0,3.0,6.0,4.0,8.0,18.0,0.0,-2.0,3.0,-3.0,150.0,Alex Smalley,46340,610.0,164.0,47.0,106.0,166.0,136.0,158.0,164.0,160.0,140.0,40.0,130.0,68.0,145.0,56.0,-0.28,140.0,-0.248,-0.338,0.2,59.056,1696.667,26822.0,88.0,48.0,48.0,-9.438,-12.841,7.609,-19.357,-19.357,-19.357,-34.027,-14.672,3388.0,3388.0
1188.0,339.0,72.97%,65.75%,72.47%,"7' 0""",0.208,293.3,1.377,69.04,69.847,0.208,0.202,0.623,1.168,0.343,664.0,861.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,327.0,16.0,1.0,0.0,1.0,1.0,-1.0,16.0,13.0,7.0,6.0,0.0,0.0,0.0,-3.0,215.0,Aaron Rai,46414,910.0,54.0,138.0,1.0,4.0,3.0,7.0,54.0,44.0,10.0,24.0,7.0,3.0,10.0,34.0,-0.29,10.0,0.623,0.202,0.343,55.472,2370.5,38710.0,132.0,69.0,69.0,36.761,11.905,20.238,12.3,12.3,12.3,81.219,68.919,4764.0,4764.0
936.0,333.0,58.77%,59.59%,63.25%,"6' 5""",0.022,291.3,-0.124,70.35,71.224,0.022,0.357,0.06,-0.146,-0.563,422.0,592.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,344.0,16.0,-1.0,-4.0,-1.0,-2.0,-6.0,16.0,-10.0,-2.0,-2.0,-8.0,-5.0,-10.0,3.0,205.0,Robby Shelton,46441,718.0,93.0,150.0,115.0,119.0,109.0,107.0,93.0,16.0,97.0,3.0,88.0,152.0,116.0,166.0,-0.3,97.0,0.06,0.357,-0.563,48.33,2131.25,30293.0,104.0,55.0,55.0,3.077,18.187,-28.716,1.147,1.147,1.147,-6.303,-7.452,3869.0,3869.0
1026.0,364.0,60.51%,66.48%,65.69%,"6' 8""",0.361,304.0,0.998,69.33,70.283,0.361,0.382,-0.14,0.637,0.395,478.0,674.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,352.0,2.0,-3.0,2.0,-1.0,-3.0,-6.0,2.0,1.0,1.0,1.0,-3.0,-9.0,1.0,-2.0,234.0,Maverick McNealy,46442,790.0,29.0,49.0,93.0,15.0,10.0,21.0,29.0,13.0,8.0,8.0,121.0,105.0,35.0,25.0,-0.33,8.0,-0.14,0.382,0.395,56.969,2439.333,34651.0,114.0,60.0,60.0,-7.69,20.985,21.717,19.87,19.87,19.87,54.897,35.027,4160.0,4160.0
774.0,255.0,62.13%,54.07%,68.22%,"8' 7""",0.304,301.2,0.593,70.19,70.847,0.304,-0.645,0.309,0.289,0.626,374.0,528.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,246.0,12.0,-1.0,-2.0,0.0,19.0,14.0,12.0,-2.0,-6.0,-1.0,-16.0,5.0,-11.0,-2.0,133.0,Viktor Hovland,46717,602.0,43.0,74.0,67.0,40.0,88.0,74.0,43.0,176.0,168.0,162.0,47.0,39.0,66.0,10.0,-0.34,168.0,0.309,-0.645,0.626,28.433,2187.833,25900.0,86.0,43.0,43.0,12.354,-25.809,25.02,12.142,12.142,12.142,23.72,11.579,3018.0,3018.0
594.0,155.0,63.66%,59.51%,65.49%,"7' 6""",-0.415,289.4,-1.309,70.7,71.987,-0.415,-0.137,-0.407,-0.894,-0.349,289.0,389.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,205.0,-17.0,2.0,4.0,-2.0,-27.0,-5.0,-17.0,-1.0,-8.0,-10.0,-16.0,-12.0,-4.0,0.0,122.0,Harrison Endycott,47079,454.0,156.0,159.0,48.0,168.0,152.0,163.0,156.0,132.0,100.0,76.0,157.0,110.0,165.0,152.0,-0.25,100.0,-0.407,-0.137,-0.349,47.517,1164.333,18812.0,65.0,37.0,37.0,-9.775,-3.289,-8.386,-9.966,-9.966,-9.966,-31.414,-21.449,2616.0,2616.0
1188.0,403.0,61.15%,60.05%,64.81%,"7' 9""",0.043,301.0,-0.214,70.64,71.536,0.043,-0.077,-0.393,-0.257,0.213,565.0,770.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,418.0,-2.0,-4.0,1.0,-2.0,-11.0,-4.0,-2.0,-3.0,4.0,-5.0,0.0,-6.0,-6.0,-3.0,251.0,Adam Schenk,47347,924.0,88.0,75.0,81.0,128.0,143.0,145.0,88.0,117.0,89.0,109.0,155.0,125.0,132.0,55.0,-0.28,89.0,-0.393,-0.077,0.213,61.95,3134.583,39732.0,132.0,69.0,69.0,-23.607,-4.609,12.805,2.582,2.582,2.582,-12.814,-15.397,4874.0,4874.0
1152.0,362.0,57.19%,56.46%,65.71%,"7' 10""",0.037,309.3,0.073,70.61,71.419,0.037,-0.214,0.239,0.036,0.01,509.0,757.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,395.0,-1.0,-5.0,-2.0,-1.0,-10.0,-2.0,-1.0,-2.0,-2.0,-6.0,-2.0,-9.0,0.0,-3.0,223.0,Jake Knapp,47420,890.0,90.0,23.0,134.0,96.0,139.0,135.0,90.0,146.0,144.0,120.0,61.0,104.0,95.0,98.0,-0.31,144.0,0.239,-0.214,0.01,54.091,2822.25,39594.0,128.0,67.0,67.0,14.104,-12.613,0.611,2.193,2.193,2.193,4.308,2.115,4731.0,4731.0
900.0,314.0,60.52%,61.54%,63.89%,"7' 7""",-0.288,299.8,-0.082,70.63,70.997,-0.288,-0.116,0.246,0.206,0.076,420.0,575.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,325.0,-1.0,-5.0,-15.0,-12.0,-11.0,-3.0,-1.0,0.0,-2.0,11.0,-9.0,-11.0,-11.0,-17.0,200.0,Will Zalatoris,47483,694.0,143.0,84.0,91.0,115.0,141.0,87.0,143.0,125.0,63.0,83.0,59.0,142.0,74.0,85.0,-0.25,63.0,0.246,-0.116,0.076,19.863,2374.833,29981.0,100.0,54.0,54.0,11.092,-5.218,3.41,-12.966,-12.966,-12.966,-3.684,9.282,3814.0,3814.0
954.0,328.0,63.31%,62.43%,64.57%,"7' 10""",0.324,305.7,0.791,69.75,70.469,0.324,0.089,0.016,0.467,0.362,471.0,616.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,338.0,-1.0,-2.0,4.0,1.0,-6.0,-2.0,-1.0,2.0,-2.0,-6.0,-4.0,-6.0,-4.0,0.0,211.0,Sam Burns,47504,744.0,37.0,39.0,51.0,28.0,40.0,32.0,37.0,70.0,48.0,120.0,101.0,129.0,50.0,29.0,-0.34,48.0,0.016,0.089,0.362,40.736,2569.0,32399.0,106.0,57.0,57.0,0.792,4.447,18.099,16.183,16.183,16.183,39.533,23.351,3976.0,3976.0
1350.0,478.0,60.04%,61.11%,61.33%,"6' 9""",0.273,297.8,0.124,70.41,71.144,0.273,0.139,0.013,-0.149,-0.302,628.0,828.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,522.0,5.0,-3.0,-13.0,3.0,3.0,8.0,5.0,6.0,-4.0,0.0,-12.0,-4.0,-5.0,-5.0,319.0,Eric Cole,47591,1046.0,48.0,103.0,105.0,90.0,116.0,100.0,48.0,57.0,69.0,11.0,102.0,171.0,117.0,147.0,-0.33,69.0,0.013,0.139,-0.302,58.41,3237.75,44677.0,150.0,79.0,79.0,0.92,9.599,-20.818,18.833,18.833,18.833,8.533,-10.301,5562.0,5562.0
720.0,229.0,57.12%,58.22%,68.75%,"7' 9""",-0.149,316.1,0.042,70.21,71.405,-0.149,-0.423,-0.376,0.191,0.989,313.0,495.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,225.0,-7.0,-1.0,1.0,3.0,2.0,1.0,-7.0,2.0,2.0,14.0,7.0,7.0,7.0,0.0,131.0,Kevin Dougherty,47663,548.0,120.0,3.0,135.0,101.0,94.0,131.0,120.0,167.0,116.0,109.0,150.0,30.0,79.0,1.0,-0.28,116.0,-0.376,-0.423,0.989,51.407,1781.0,25288.0,80.0,43.0,43.0,-13.144,-14.794,34.61,-5.212,-5.212,-5.212,1.463,6.674,3019.0,3019.0
1044.0,287.0,60.40%,59.45%,68.58%,"7' 3""",0.099,300.9,0.514,69.84,70.33,0.099,-0.067,0.332,0.415,0.15,482.0,716.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,328.0,24.0,1.0,-1.0,15.0,16.0,10.0,24.0,-17.0,15.0,-7.0,-2.0,5.0,-4.0,6.0,195.0,Victor Perez,47679,798.0,76.0,77.0,97.0,45.0,51.0,24.0,76.0,115.0,102.0,47.0,42.0,33.0,57.0,71.0,-0.28,102.0,0.332,-0.067,0.15,28.163,2091.833,34603.0,115.0,58.0,58.0,16.249,-3.285,7.366,4.836,4.836,4.836,25.166,20.331,4051.0,4051.0
864.0,270.0,63.14%,57.62%,65.05%,"7' 1""",0.349,292.8,-0.328,70.49,71.451,0.349,-0.048,-0.489,-0.677,-0.14,418.0,562.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,302.0,-8.0,0.0,-5.0,4.0,1.0,-3.0,-8.0,-5.0,-8.0,-12.0,5.0,16.0,2.0,1.0,174.0,Chad Ramey,47983,662.0,32.0,143.0,55.0,136.0,129.0,138.0,32.0,108.0,133.0,31.0,167.0,122.0,157.0,124.0,-0.28,133.0,-0.489,-0.048,-0.14,49.018,1910.75,28104.0,96.0,51.0,51.0,-21.016,-2.054,-6.038,14.997,14.997,14.997,-14.11,-29.11,3595.0,3595.0
1026.0,305.0,56.66%,57.89%,68.52%,"8' 10""",-0.17,301.7,-0.352,70.65,71.695,-0.17,-0.507,0.086,-0.182,0.239,451.0,703.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,323.0,-25.0,1.0,3.0,-3.0,-3.0,-3.0,-25.0,1.0,-1.0,-1.0,14.0,8.0,16.0,3.0,187.0,Nick Hardy,47988,796.0,125.0,68.0,140.0,139.0,146.0,154.0,125.0,171.0,124.0,168.0,85.0,34.0,121.0,52.0,-0.27,124.0,0.086,-0.507,0.239,59.611,2683.667,34095.0,113.0,57.0,57.0,4.57,-26.848,12.644,-9.003,-9.003,-9.003,-18.634,-9.633,4027.0,4027.0
1242.0,445.0,61.88%,67.92%,61.35%,"6' 10""",0.705,289.7,0.67,70.07,70.58,0.705,0.377,-0.082,-0.036,-0.331,599.0,762.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,480.0,0.0,-2.0,-1.0,-14.0,-21.0,-13.0,0.0,1.0,-2.0,6.0,-11.0,-9.0,-9.0,-6.0,326.0,Denny McCarthy,47993,968.0,2.0,157.0,72.0,36.0,73.0,42.0,2.0,14.0,6.0,13.0,115.0,170.0,102.0,151.0,-0.32,6.0,-0.082,0.377,-0.331,35.016,3044.75,39982.0,138.0,69.0,69.0,-5.221,24.135,-21.203,45.129,45.129,45.129,42.854,-2.275,4835.0,4835.0
954.0,339.0,58.29%,57.06%,64.36%,"8' 0""",0.174,302.2,-0.765,70.66,71.995,0.174,-0.127,-0.386,-0.939,-0.426,429.0,614.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,340.0,2.0,-3.0,-6.0,-5.0,-14.0,0.0,2.0,0.0,-2.0,-6.0,0.0,-5.0,-2.0,-4.0,194.0,Davis Riley,47995,736.0,61.0,63.0,120.0,162.0,148.0,165.0,61.0,127.0,139.0,138.0,153.0,133.0,166.0,158.0,-0.3,139.0,-0.386,-0.127,-0.426,74.728,2712.0,32032.0,106.0,56.0,56.0,-19.673,-6.477,-21.74,8.855,8.855,8.855,-39.033,-47.888,3957.0,3957.0
1062.0,362.0,61.68%,70.35%,70.15%,"7' 7""",0.581,306.3,2.201,68.56,69.191,0.581,0.24,0.779,1.619,0.6,507.0,745.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,317.0,2.0,-2.0,-5.0,0.0,0.0,0.0,2.0,-6.0,0.0,-2.0,0.0,3.0,-1.0,-2.0,223.0,Xander Schauffele,48081,822.0,10.0,37.0,75.0,2.0,2.0,2.0,10.0,34.0,1.0,83.0,5.0,11.0,3.0,12.0,-0.33,1.0,0.779,0.24,0.6,40.053,2750.0,36138.0,118.0,63.0,63.0,41.295,12.74,31.78,30.81,30.81,30.81,116.638,85.828,4319.0,4319.0
1026.0,327.0,59.32%,62.57%,65.89%,"6' 10""",-0.378,306.5,0.326,70.02,70.823,-0.378,0.025,0.271,0.704,0.408,471.0,676.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,350.0,2.0,2.0,-6.0,8.0,12.0,18.0,2.0,10.0,6.0,1.0,-10.0,-10.0,1.0,2.0,219.0,Kurt Kitayama,48117,794.0,151.0,34.0,110.0,68.0,69.0,67.0,151.0,87.0,45.0,13.0,54.0,101.0,24.0,20.0,-0.29,45.0,0.271,0.025,0.408,45.914,2224.333,34936.0,114.0,57.0,57.0,14.089,1.288,21.211,-19.65,-19.65,-19.65,16.95,36.6,3991.0,3991.0
684.0,255.0,49.24%,54.61%,60.38%,"7' 7""",0.097,299.8,-1.41,71.78,72.753,0.097,0.044,-0.865,-1.507,-0.685,259.0,413.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,271.0,34.0,19.0,0.0,1.0,2.0,3.0,34.0,5.0,4.0,31.0,0.0,-1.0,3.0,1.0,148.0,Ben Taylor,48119,526.0,77.0,84.0,175.0,171.0,173.0,172.0,77.0,83.0,164.0,83.0,174.0,176.0,172.0,172.0,-0.26,164.0,-0.865,0.044,-0.685,39.864,1940.5,22786.0,76.0,41.0,41.0,-32.014,1.619,-25.349,3.589,3.589,3.589,-52.154,-55.746,2943.0,2943.0
846.0,241.0,63.26%,57.69%,66.19%,"8' 9""",0.181,297.4,0.11,70.43,70.856,0.181,-0.423,0.347,-0.071,0.005,415.0,560.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,286.0,-15.0,-12.0,-2.0,-18.0,-12.0,-17.0,-15.0,-1.0,-17.0,-1.0,-3.0,3.0,-6.0,-16.0,165.0,Matthieu Pavon,48153,656.0,58.0,108.0,53.0,93.0,118.0,77.0,58.0,167.0,130.0,167.0,38.0,89.0,106.0,100.0,-0.28,130.0,0.347,-0.423,0.005,21.671,2102.75,27960.0,94.0,51.0,51.0,14.224,-17.337,0.204,7.435,7.435,7.435,4.524,-2.91,3592.0,3592.0
756.0,207.0,64.83%,54.73%,67.86%,"8' 7""",-0.554,296.8,-0.774,71.07,72.075,-0.554,-0.539,0.053,-0.221,0.265,376.0,513.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,243.0,-6.0,-1.0,-1.0,-1.0,1.0,-1.0,-6.0,0.0,-3.0,-3.0,2.0,3.0,3.0,-4.0,133.0,Tom Whitney,48319,580.0,168.0,115.0,35.0,164.0,163.0,168.0,168.0,173.0,163.0,162.0,90.0,45.0,130.0,48.0,-0.24,163.0,0.053,-0.539,0.265,45.356,1771.833,24934.0,84.0,45.0,45.0,1.75,-17.793,8.756,-18.274,-18.274,-18.274,-25.557,-7.285,3198.0,3198.0
828.0,272.0,53.00%,53.51%,63.89%,"7' 8""",-0.473,308.6,-1.127,71.27,72.121,-0.473,-0.185,-0.295,-0.654,-0.173,336.0,529.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,299.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,9.0,-2.0,35.0,9.0,6.0,7.0,9.0,160.0,Callum Tarren,48699,634.0,163.0,26.0,166.0,167.0,169.0,169.0,163.0,141.0,171.0,97.0,133.0,142.0,156.0,130.0,-0.26,171.0,-0.295,-0.185,-0.173,41.931,2096.167,28389.0,92.0,49.0,49.0,-12.109,-7.59,-7.101,-19.392,-19.392,-19.392,-46.189,-26.799,3492.0,3492.0
864.0,271.0,57.58%,57.64%,66.67%,"7' 11""",0.108,305.2,-0.312,70.37,71.239,0.108,-0.234,-0.286,-0.42,0.1,380.0,576.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,288.0,-5.0,1.0,-4.0,-7.0,-2.0,0.0,-5.0,0.0,0.0,-25.0,-4.0,-22.0,-1.0,9.0,166.0,Matti Schmid,48867,660.0,73.0,42.0,124.0,135.0,112.0,112.0,73.0,147.0,131.0,129.0,132.0,72.0,148.0,81.0,-0.3,131.0,-0.286,-0.234,0.1,44.209,2134.917,28996.0,95.0,51.0,51.0,-11.165,-9.134,3.903,4.211,4.211,4.211,-12.168,-16.381,3589.0,3589.0
864.0,282.0,52.86%,62.78%,69.21%,"7' 10""",0.063,299.6,0.256,69.51,70.843,0.063,0.234,0.261,0.193,-0.302,351.0,598.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,266.0,-17.0,-2.0,-5.0,-7.0,-7.0,-5.0,-17.0,-13.0,-2.0,-26.0,9.0,9.0,3.0,0.0,167.0,Matt Wallace,48887,664.0,83.0,89.0,167.0,78.0,19.0,72.0,83.0,37.0,42.0,120.0,56.0,20.0,78.0,147.0,-0.28,42.0,0.261,0.234,-0.302,67.995,2204.583,28764.0,96.0,51.0,51.0,12.277,10.984,-14.2,2.962,2.962,2.962,12.022,9.059,3545.0,3545.0
1134.0,367.0,67.27%,59.90%,65.26%,"7' 1""",0.3,289.7,0.328,70.01,70.748,0.3,0.201,-0.14,0.028,-0.033,596.0,740.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,394.0,-6.0,-2.0,1.0,3.0,-9.0,-1.0,-6.0,0.0,5.0,-1.0,-3.0,-6.0,2.0,-2.0,236.0,J.T. Poston,49771,886.0,44.0,157.0,19.0,67.0,68.0,57.0,44.0,45.0,92.0,31.0,121.0,115.0,96.0,107.0,-0.31,92.0,-0.14,0.201,-0.033,49.101,2595.333,36498.0,126.0,67.0,67.0,-8.093,11.664,-1.942,17.407,17.407,17.407,19.049,1.643,4691.0,4691.0
1206.0,420.0,59.01%,60.34%,65.92%,"7' 11""",0.088,303.3,0.016,70.6,71.225,0.088,0.059,-0.316,-0.071,0.186,550.0,795.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,411.0,2.0,-3.0,-2.0,-14.0,-14.0,-6.0,2.0,-7.0,-2.0,-35.0,-1.0,-4.0,-15.0,-11.0,248.0,Taylor Moore,49947,932.0,80.0,53.0,112.0,105.0,138.0,108.0,80.0,76.0,86.0,129.0,137.0,98.0,106.0,58.0,-0.28,86.0,-0.316,0.059,0.186,42.071,3311.25,40648.0,134.0,67.0,67.0,-19.285,3.614,11.322,5.339,5.339,5.339,1.004,-4.335,4730.0,4730.0
